timestamp,latitude,longitude,geofence_name,distance_meters,inside,event,alert_active,output_active
2026-04-02 14:46:15,40.743971552,-84.105658159,Elm St. Bridge,842.21,False,CHECK,False,False
2026-04-02 14:46:16,40.743970749,-84.105658248,Main St. Bridge,222.51,False,CHECK,False,False
2026-04-02 14:46:16,40.743970749,-84.105658248,Elm St. Bridge,842.13,False,CHECK,False,False
2026-04-02 14:46:17,40.743965289,-84.105659672,Main St. Bridge,221.93,False,CHECK,False,False
2026-04-02 14:46:17,40.743965289,-84.105659672,Elm St. Bridge,841.65,False,CHECK,False,False
2026-04-02 14:46:18,40.743958664,-84.105663506,Main St. Bridge,221.27,False,CHECK,False,False
2026-04-02 14:46:18,40.743958664,-84.105663506,Elm St. Bridge,841.15,False,CHECK,False,False
2026-04-02 14:46:19,40.743956808,-84.105668869,Main St. Bridge,221.14,False,CHECK,False,False
2026-04-02 14:46:19,40.743956808,-84.105668869,Elm St. Bridge,841.17,False,CHECK,False,False
2026-04-02 14:46:20,40.743953141,-84.105670646,Main St. Bridge,220.77,False,CHECK,False,False
2026-04-02 14:46:20,40.743953141,-84.105670646,Elm St. Bridge,840.88,False,CHECK,False,False
2026-04-02 14:46:21,40.74394189,-84.105674687,Main St. Bridge,219.6,False,CHECK,False,False
2026-04-02 14:46:21,40.74394189,-84.105674687,Elm St. Bridge,839.94,False,CHECK,False,False
2026-04-02 14:46:22,40.743947613,-84.105679868,Main St. Bridge,220.31,False,CHECK,False,False
2026-04-02 14:46:22,40.743947613,-84.105679868,Elm St. Bridge,840.7,False,CHECK,False,False
2026-04-02 14:46:23,40.743952808,-84.105683544,Main St. Bridge,220.93,False,CHECK,False,False
2026-04-02 14:46:23,40.743952808,-84.105683544,Elm St. Bridge,841.36,False,CHECK,False,False
2026-04-02 14:46:24,40.743966921,-84.105684922,Main St. Bridge,222.49,False,CHECK,False,False
2026-04-02 14:46:24,40.743966921,-84.105684922,Elm St. Bridge,842.8,False,CHECK,False,False
2026-04-02 14:46:25,40.743989986,-84.105682466,Main St. Bridge,224.98,False,CHECK,False,False
2026-04-02 14:46:25,40.743989986,-84.105682466,Elm St. Bridge,844.97,False,CHECK,False,False
2026-04-02 14:46:26,40.744000246,-84.105681514,Main St. Bridge,226.09,False,CHECK,False,False
2026-04-02 14:46:26,40.744000246,-84.105681514,Elm St. Bridge,845.94,False,CHECK,False,False
2026-04-02 14:46:27,40.744006606,-84.10568295,Main St. Bridge,226.8,False,CHECK,False,False
2026-04-02 14:46:27,40.744006606,-84.10568295,Elm St. Bridge,846.63,False,CHECK,False,False
2026-04-02 14:46:28,40.744011725,-84.105680263,Main St. Bridge,227.32,False,CHECK,False,False
2026-04-02 14:46:28,40.744011725,-84.105680263,Elm St. Bridge,847.03,False,CHECK,False,False
2026-04-02 14:46:29,40.744023932,-84.105684488,Main St. Bridge,228.72,False,CHECK,False,False
2026-04-02 14:46:29,40.744023932,-84.105684488,Elm St. Bridge,848.39,False,CHECK,False,False
2026-04-02 14:46:30,40.744030101,-84.105683259,Main St. Bridge,229.38,False,CHECK,False,False
2026-04-02 14:46:30,40.744030101,-84.105683259,Elm St. Bridge,848.95,False,CHECK,False,False
2026-04-02 14:46:31,40.744033358,-84.105686485,Main St. Bridge,229.78,False,CHECK,False,False
2026-04-02 14:46:31,40.744033358,-84.105686485,Elm St. Bridge,849.4,False,CHECK,False,False
2026-04-02 14:46:32,40.74404373,-84.105687673,Main St. Bridge,230.94,False,CHECK,False,False
2026-04-02 14:46:32,40.74404373,-84.105687673,Elm St. Bridge,850.47,False,CHECK,False,False
2026-04-02 14:46:33,40.744044658,-84.105686553,Main St. Bridge,231.02,False,CHECK,False,False
2026-04-02 14:46:33,40.744044658,-84.105686553,Elm St. Bridge,850.52,False,CHECK,False,False
2026-04-02 14:46:34,40.744048011,-84.105688126,Main St. Bridge,231.41,False,CHECK,False,False
2026-04-02 14:46:34,40.744048011,-84.105688126,Elm St. Bridge,850.91,False,CHECK,False,False
2026-04-02 14:46:38,40.744050499,-84.105689308,Main St. Bridge,231.7,False,CHECK,False,False
2026-04-02 14:46:38,40.744050499,-84.105689308,Elm St. Bridge,851.2,False,CHECK,False,False
2026-04-02 14:46:39,40.74405649,-84.105692226,Main St. Bridge,232.4,False,CHECK,False,False
2026-04-02 14:46:39,40.74405649,-84.105692226,Elm St. Bridge,851.9,False,CHECK,False,False
2026-04-02 14:46:40,40.744047481,-84.105692545,Main St. Bridge,231.42,False,CHECK,False,False
